,ID,RA,Dec,simbad_name,Morphology,Morphology_Detailed
1256,A10_021T08_9000004186, 12:47:12, 13:54:1.28,,No identification within 1 arcsec,
1257,A10_048T07_9000004188, 12:25:55.6, 18:12:50.0,NGC  4394,GinPair,Galaxy in Pair of Galaxies
1258,A10_053T41_9000004194, 07:30:41.45, +24:05:06.6,,No identification within 1 arcsec,
1259,A10_094T71_9000004196, 05:48:48.7381, -68:53:21.868,,No identification within 1 arcsec,
1260,A10_053T43_9000004198, 13:41:44.58, +47:41:26.5,,No identification within 1 arcsec,
1261,A10_102T02_9000004200, 17:14:09.04, 58:49:06.20,UGC 10774,LINER,LINER-type Active Galaxy Nucleus
1262,A10_115T03_9000004202, 12:45:07.82, +45:26:24.90,V* Y CVn,C*,Carbon Star
1263,A10_115T01_9000004206, 06:19:58.218, -10:38:14.70,HD  44179,post-AGB*,Post-AGB Star (proto-PN)
1264,A10_045T08_9000004208, 14:41:19.18, +07:47:34.78,LEDA   84268,Galaxy,Galaxy
1265,A10_021T10_9000004210, 19:9:46.100, -63:51:27.101,NGC  6744,GinGroup,Galaxy in Group of Galaxies
1266,A10_050T01_9000004212, 18:10:43.86, -27:57:50.10,EM* AS  281,Symbiotic*,Symbiotic Star
1267,A10_050T03_9000004216, 18:09:51.05, -27:46:00.69,IRAS 18067-2746,Em*,Emission-line Star
1268,A10_102T11_9000004220, 16:25:39.87, 40:48:04.20,2MASS J16253988+4048041,AGN,Active Galaxy Nucleus
1269,T03_280T01_9000004222, 17:03:01.0226, -48:36:14.510,,No identification within 1 arcsec,
1270,T03_281T01_9000004224, 17:03:55.5196, -48:44:22.739,,No identification within 1 arcsec,
1271,T03_282T01_9000004226, 17:03:35.8600, -48:58:22.003,,No identification within 1 arcsec,
1272,A10_101T19_9000004228, 15:4:1.194, 10:26:15.779,Mrk  841,Seyfert_1,Seyfert 1 Galaxy
1273,A10_102T11_9000004230, 16:25:39.87, 40:48:04.20,2MASS J16253988+4048041,AGN,Active Galaxy Nucleus
1274,A10_102T05_9000004232, 16:05:31.84, 17:48:26.10,2XMM J160531.8+174825,Seyfert_1,Seyfert 1 Galaxy
1275,A10_110T02_9000004234, 13:32:24.2, +11:06:23,Mrk  789,AGN,Active Galaxy Nucleus
1276,A10_094T01_9000004236, 05:05:21.4429, -70:28:39.030,,No identification within 1 arcsec,
1277,A10_094T02_9000004238, 05:09:40.1997, -70:30:04.501,,No identification within 1 arcsec,
1278,A10_102T08_9000004240, 09:14:24.75, 11:56:25.50,2MASS J09142473+1156255,Seyfert_2,Seyfert 2 Galaxy
1279,A10_102T09_9000004242, 08:03:59.96, 09:58:46.80,2MASS J08035997+0958469,Seyfert_2,Seyfert 2 Galaxy
1280,A10_094T05_9000004244, 05:22:38.9256, -70:32:03.009,,No identification within 1 arcsec,
1281,A10_064T03_9000004246, 19:18:30.0, -60:29:56,,No identification within 1 arcsec,
1282,A10_094T06_9000004248, 05:26:58.7849, -70:31:56.420,,No identification within 1 arcsec,
1283,A10_048T05_9000004250, 14:42:23.9, -17:15:11.5,NGC  5728,Seyfert_2,Seyfert 2 Galaxy
1284,A10_094T08_9000004252, 05:35:37.9621, -70:30:34.105,,No identification within 1 arcsec,
1285,A10_073T07_9000004254, 16:54:43.7, -19:16:31.1,1RXS J165443.5-191620,CataclyV*,Cataclysmic Variable Star
1286,A10_104T02_9000004258, 07:14:52.07, +68:48:15.36,V* AA Cam,S*,S Star
1287,A10_094T12_9000004260, 05:03:30.3538, -70:09:31.607,,No identification within 1 arcsec,
1288,A10_094T10_9000004262, 05:44:15.3506, -70:27:39.907,,No identification within 1 arcsec,
1289,A10_093T01_9000004266, 05:21:56.58, +43:59:22.00,ATO J080.4857+43.9894,RGB*,Red Giant Branch star
1290,T03_286T01_9000004268, 12:36:51.0, +62:17:38.67,,No identification within 1 arcsec,
1291,A10_097T02_9000004272, 09:45:42.1, -14:19:35.0,[ZBF2015] NGC2992  63,HII,HII (ionized) region
1292,A10_093T01_9000004274, 05:21:56.58, +43:59:22.00,ATO J080.4857+43.9894,RGB*,Red Giant Branch star
1293,A10_007T01_9000004276, 17:28:19.901, -14:15:56.016,,No identification within 1 arcsec,
1294,T03_291T01_9000004278, 17:02:49.36, -48:47:22.8,V* V821 Ara,HMXB,High Mass X-ray Binary
1295,A10_102T10_9000004282, 10:46:16.70, 57:51:27.90,2MASS J10461671+5751281,AGN,Active Galaxy Nucleus
1296,A10_102T12_9000004284, 14:48:50.08, 16:08:03.10,2MASS J14485011+1608030,Seyfert_1,Seyfert 1 Galaxy
1297,A10_102T04_9000004286, 15:23:04.97, 11:45:53.60,LEDA   87300,LSB_G,Low Surface Brightness Galaxy
1298,A10_053T01_9000004288, 21:44:48.86, -63:22:11.0,,No identification within 1 arcsec,
1299,A10_053T02_9000004290, 20:05:55.22, -59:17:11.9,BPS CS 22873-0139,SB*,Spectroscopic binary
1300,A10_053T03_9000004292, 19:43:44.88, -56:10:08.8,TYC 8778-1253-1,Star,Star
1301,A10_053T04_9000004294, 19:53:04.02, -55:43:58.2,BPS CS 22896-0173,Star,Star
1302,A10_053T05_9000004296, 19:33:15.47, -54:58:52.0,BPS CS 22896-0103,Star,Star
1303,A10_058T01_9000004298, 20:10:14.753, -56:38:29.49,WINGS J201014.69-563830.1,Galaxy,Galaxy
1304,A10_053T06_9000004300, 21:42:42.45, -54:18:43.0,HE 2139-5432,Pec*,Peculiar Star
1305,A10_053T11_9000004302, 20:19:53.76, -38:56:36.2,BPS CS 22885-0048,Star,Star
1306,A10_094T16_9000004304, 05:20:31.7519, -70:13:37.732,,No identification within 1 arcsec,
1307,A10_071T05_9000004308, 12:21:12.89, 18:22:56.6,NGC  4293,LINER,LINER-type Active Galaxy Nucleus
1308,A10_071T01_9000004310, 12:13:47.23, 13:25:29.5,NGC  4189,GinGroup,Galaxy in Group of Galaxies
1309,A10_071T02_9000004312, 12:13:48.22, 14:54:01.5,,No identification within 1 arcsec,
1310,A10_071T03_9000004314, 12:15:54.30, 13:08:58.6,,No identification within 1 arcsec,
1311,A10_071T04_9000004316, 12:16:22.59, 13:18:25.7,,No identification within 1 arcsec,
1312,A10_082T06_9000004318, 17:47:56.20, -29:59:39.6,PN Hb    5,PN,Planetary Nebula
1313,A10_071T09_9000004320, 12:21:42.29, 14:35:52.5,,No identification within 1 arcsec,
1314,A10_071T07_9000004322, 12:21:32.74, 14:36:22.8,NGC  4298,GinPair,Galaxy in Pair of Galaxies
1315,A10_071T06_9000004324, 12:21:17.83, 11:30:37.7,,No identification within 1 arcsec,
1316,A10_071T08_9000004326, 12:21:40.80, 11:30:10.2,,No identification within 1 arcsec,
1317,A10_071T10_9000004328, 12:23:17.10, 11:22:05.7,,No identification within 1 arcsec,
1318,A10_050T05_9000004330, 20:53:20.20, -22:20:47.00,EC 20504-2232,CataclyV*,Cataclysmic Variable Star
1319,A10_097T01_9000004334, 20:52:02.3, -57:04:07.7,IC 5063,Seyfert_2,Seyfert 2 Galaxy
1320,A10_097T03_9000004336, 21:48:19.5, -34:57:04.5,NGC  7130,AGN,Active Galaxy Nucleus
1321,A10_021T06_9000004338, 12:34:20.310, 8:11:51.900,NGC  4535,HII_G,HII Galaxy
1322,A10_102T01_9000004340, 12:27:32.18, 07:57:47.70,SDSS J122732.18+075747.7,Galaxy,Galaxy
1323,A10_050T05_9000004342, 20:53:20.20, -22:20:47.00,EC 20504-2232,CataclyV*,Cataclysmic Variable Star
1324,A10_071T09_9000004344, 12:21:42.29, 14:35:52.5,,No identification within 1 arcsec,
1325,A10_071T15_9000004346, 12:26:07.14, 16:10:51.7,NGC  4405,HII_G,HII Galaxy
1326,A10_071T16_9000004348, 12:26:50.83, 13:10:36.9,,No identification within 1 arcsec,
1327,A10_007T01_9000004350, 17:28:19.901, -14:15:56.016,,No identification within 1 arcsec,
1328,A10_071T17_9000004352, 12:26:56.41, 12:26:56.41,,No identification within 1 arcsec,
1329,A10_071T20_9000004354, 12:28:43.24, 14:59:58.2,IC 3392,GinGroup,Galaxy in Group of Galaxies
1330,A10_071T23_9000004356, 12:31:59.10, 14:25:13.1,M  88,Seyfert_2,Seyfert 2 Galaxy
1331,A10_071T29_9000004358, 12:35:26.45, 14:29:46.8,M  91,LINER,LINER-type Active Galaxy Nucleus
1332,A10_053T13_9000004360, 23:38:07.84, -35:52:52.2,BPS CS 22941-0035,HB*,Horizontal Branch Star
1333,A10_053T14_9000004362, 23:29:52.84, -35:13:04.4,BPS CS 22941-0005,SB*,Spectroscopic binary
1334,A10_053T15_9000004364, 23:55:21.35, -34:48:02.1,,No identification within 1 arcsec,
1335,A10_053T17_9000004366, 00:01:03.78, -33:48:15.9,BPS CS 22876-0021,Star,Star
1336,A10_053T20_9000004372, 23:28:29.73, -32:48:47.1,BPS CS 22941-0012,Pec*,Peculiar Star
1337,T04_002T01_9000004374, 18:19:7.748, 63:5:28.904,IRAS 18187+6304,Star,Star
1338,A10_058T03_9000004380, 13:29:28.584, -31:39:25.46,LEDA   98708,GinCl,Galaxy in Cluster of Galaxies
1339,A10_058T04_9000004382, 13:27:03.026, -27:12:58.04,LEDA  758195,Galaxy,Galaxy
1340,A10_053T22_9000004384, 00:50:15.88, -30:59:57.0,,No identification within 1 arcsec,
1341,A10_053T47_9000004386, 23:43:38.58, -31:48:18.36,BPS CS 29496-0024,Star,Star
1342,A10_053T14_9000004390, 23:29:52.84, -35:13:04.4,BPS CS 22941-0005,SB*,Spectroscopic binary
1343,A10_053T15_9000004392, 23:55:21.35, -34:48:02.1,,No identification within 1 arcsec,
1344,A10_053T13_9000004394, 23:38:07.84, -35:52:52.2,BPS CS 22941-0035,HB*,Horizontal Branch Star
1345,A10_053T17_9000004396, 00:01:03.78, -33:48:15.9,BPS CS 22876-0021,Star,Star
1346,A10_053T20_9000004398, 23:28:29.73, -32:48:47.1,BPS CS 22941-0012,Pec*,Peculiar Star
1347,A10_055T01_9000004400, 13:29:19.19, -38:14:18.5,2MASX J13291917-3814182,LINER,LINER-type Active Galaxy Nucleus
1348,A10_094T78_9000004402, 05:30:40.2262, -68:41:29.834,,No identification within 1 arcsec,
1349,A10_053T23_9000004404, 01:18:38.35, -30:41:02.9,BPS CS 29518-0043,Star,Star
1350,A10_103T02_9000004406, 17:40:42.09, -53:40:27.6,NGC  6397,GlCl,Globular Cluster
1351,A10_058T03_9000004408, 13:29:28.584, -31:39:25.46,LEDA   98708,GinCl,Galaxy in Cluster of Galaxies
1352,A10_021T09_9000004410, 13:18:54.810, -21:2:20.800,NGC  5068,Galaxy,Galaxy
1353,A10_071T05_9000004412, 12:21:12.89, 18:22:56.6,NGC  4293,LINER,LINER-type Active Galaxy Nucleus
1354,A10_055T01_9000004414, 13:29:19.19, -38:14:18.5,2MASX J13291917-3814182,LINER,LINER-type Active Galaxy Nucleus
1355,A10_103T02_9000004416, 17:40:42.09, -53:40:27.6,NGC  6397,GlCl,Globular Cluster
1356,A10_094T78_9000004420, 05:30:40.2262, -68:41:29.834,,No identification within 1 arcsec,
1357,A10_094T79_9000004422, 05:34:38.3098, -68:40:41.648,,No identification within 1 arcsec,
1358,A10_094T80_9000004424, 05:38:36.0521, -68:39:32.432,,No identification within 1 arcsec,
1359,A10_094T81_9000004426, 05:42:33.3322, -68:38:02.239,,No identification within 1 arcsec,
1360,A10_094T82_9000004428, 05:46:30.0308, -68:36:11.141,,No identification within 1 arcsec,
1361,A10_058T14_9000004430, 12:54:38.247, -30:09:26.30,[PFO2016] JO134,Galaxy,Galaxy
1362,A10_071T44_9000004434, 12:19:30.57, 14:52:39.6,NGC  4262,GinGroup,Galaxy in Group of Galaxies
1363,A10_071T11_9000004436, 12:24:01.50, 12:12:17.0,,No identification within 1 arcsec,
1364,A10_053T35_9000004438, 01:10:56.41, -13:42:43.4,BPS CS 22166-0041,PM*,High proper-motion Star
1365,A10_053T25_9000004440, 14:34:23.16, -26:17:37.8,BPS CS 22874-0009,Star,Star
1366,A10_053T36_9000004442, 00:51:07.38, -11:08:31.9,TYC 5270-1900-1,Star,Star
1367,A10_053T37_9000004444, 00:52:11.48, -11:04:40.2,BPS CS 22166-0004,Star,Star
1368,A10_071T12_9000004446, 12:25:22.15, 10:01:00.3,NGC  4380,BLLac,BL Lac - type object
1369,A10_071T18_9000004448, 12:27:11.68, 09:25:13.8,,No identification within 1 arcsec,
1370,A10_071T25_9000004450, 12:34:20.31, 08:11:52.6,NGC  4535,HII_G,HII Galaxy
1371,A10_071T38_9000004454, 12:48:22.91, 08:29:14.6,NGC  4698,Seyfert_2,Seyfert 2 Galaxy
1372,A10_071T40_9000004458, 12:14:08.84, 07:46:34.5,UGC  7239,Galaxy,Galaxy
1373,A10_071T46_9000004460, 12:20:07.49, 07:41:30.7,NGC  4276,GinGroup,Galaxy in Group of Galaxies
1374,A10_071T49_9000004462, 12:26:29.90, 08:52:19.9,NGC  4411,GinPair,Galaxy in Pair of Galaxies
1375,A10_071T28_9000004464, 12:34:44.87, 06:18:06.4,,No identification within 1 arcsec,
1376,A10_058T10_9000004472, 21:56:04.100, -07:19:38.21,2MASX J21560407-0719379,Galaxy,Galaxy
1377,A10_058T11_9000004474, 21:57:19.291, -07:46:44.16,,No identification within 1 arcsec,
1378,A10_071T42_9000004476, 12:18:43.99, 12:23:10.2,,No identification within 1 arcsec,
1379,A10_071T48_9000004478, 12:25:03.74, 12:53:13.1,M  84,Seyfert_2,Seyfert 2 Galaxy
1380,A10_071T52_9000004480, 12:27:31.55, 09:35:44.3,,No identification within 1 arcsec,
1381,A10_071T54_9000004482, 12:28:11.34, 09:45:37.0,LEDA   40974,Galaxy,Galaxy
1382,A10_071T56_9000004484, 12:29:18.20, 10:08:09.1,2MASX J12291821+1008096,GinGroup,Galaxy in Group of Galaxies
1383,A10_071T63_9000004486, 12:32:06.23, 11:10:35.1,NGC  4503,GinPair,Galaxy in Pair of Galaxies
1384,A10_071T69_9000004488, 12:36:39.42, 11:06:06.4,IC 3578,GinGroup,Galaxy in Group of Galaxies
1385,A10_071T64_9000004496, 12:33:47.95, 15:10:05.7,NGC  4523,GinGroup,Galaxy in Group of Galaxies
1386,A10_071T66_9000004498, 12:34:50.85, 15:33:05.9,NGC  4540,GinGroup,Galaxy in Group of Galaxies
1387,C06_010T01_9000004504, 00:48:19.2, 85:09:26,,No identification within 1 arcsec,
1388,A10_058T02_9000004510, 23:24:31.412, +16:52:05.93,UGC 12582,EmG,Emission-line galaxy
1389,A10_082T10_9000004512, 23:24:14.8, +58:10:54.54,,No identification within 1 arcsec,
1390,A10_103T02_9000004514, 17:40:42.09, -53:40:27.6,NGC  6397,GlCl,Globular Cluster
1391,T04_019T01_9000004516, 18:57:30.95, +16:55:39.6,,No identification within 1 arcsec,
1392,A10_073T02_9000004522, 16:49:55.6, -33:07:01.8,UCAC3 114-219187,CataclyV*,Cataclysmic Variable Star
1393,A10_113T01_9000004524, 17:25:06.78, +41:41:40.3,,No identification within 1 arcsec,
1394,A10_058T08_9000004528, 23:23:11.724, +14:54:06.70,,No identification within 1 arcsec,
1395,A10_058T08_9000004532, 23:23:11.724, +14:54:06.70,,No identification within 1 arcsec,
1396,A10_053T27_9000004534, 00:40:47.97, -24:07:36.0,,No identification within 1 arcsec,
1397,A10_053T30_9000004536, 00:29:10.76, -19:10:07.8,,No identification within 1 arcsec,
1398,A10_053T31_9000004540, 00:35:50.96, -17:57:00.2,GD 625,PM*,High proper-motion Star
1399,A10_053T40_9000004542, 00:20:36.25, +23:47:37.0,BPS BS 17570-0063,Pec*,Peculiar Star
1400,A10_053T42_9000004544, 00:32:43.41, +24:13:20.4,,No identification within 1 arcsec,
1401,A10_101T01_9000004546, 0:6:19.537, 20:12:10.617,Mrk  335,Seyfert_1,Seyfert 1 Galaxy
1402,A10_064T05_9000004548, 00:01:40.2, +23:29:23,,No identification within 1 arcsec,
1403,T04_026T01_9000004556, 18:57:30.95, +16:55:39.6,,No identification within 1 arcsec,
1404,A10_094T26_9000004558, 05:10:04.5256, -69:53:28.069,,No identification within 1 arcsec,
1405,T04_026T01_9000004560, 18:57:30.95, +16:55:39.6,,No identification within 1 arcsec,
1406,A10_094T27_9000004562, 05:14:16.2586, -69:54:28.708,,No identification within 1 arcsec,
1407,A10_094T29_9000004564, 05:22:40.5523, -69:55:23.005,,No identification within 1 arcsec,
1408,A10_094T30_9000004566, 05:26:52.8199, -69:55:16.614,,No identification within 1 arcsec,
1409,A10_094T31_9000004568, 05:31:04.9720, -69:54:47.865,,No identification within 1 arcsec,
1410,A10_094T32_9000004570, 05:35:16.8620, -69:53:56.782,,No identification within 1 arcsec,
1411,A10_094T33_9000004572, 05:39:28.3441, -69:52:43.411,,No identification within 1 arcsec,
1412,A10_094T25_9000004576, 05:05:53.2625, -69:52:05.167,,No identification within 1 arcsec,
1413,A10_094T28_9000004578, 05:18:28.3162, -69:55:07.032,,No identification within 1 arcsec,
1414,A10_053T21_9000004592, 01:17:12.13, -32:26:58.0,BPS CS 29518-0024,Star,Star
1415,A10_053T26_9000004594, 14:38:01.86, -24:58:44.7,,No identification within 1 arcsec,
1416,A10_053T39_9000004596, 02:20:21.51, -10:38:09.2,BPS CS 22175-0034,Star,Star
1417,A10_056T01_9000004598, 23:47:04.00, +51:42:49.00,,No identification within 1 arcsec,
1418,A10_082T10_9000004602, 23:24:14.8, +58:10:54.54,,No identification within 1 arcsec,
1419,A10_094T72_9000004604, 05:06:51.4157, -68:38:56.350,,No identification within 1 arcsec,
1420,A10_094T73_9000004606, 05:10:48.9747, -68:40:14.562,,No identification within 1 arcsec,
1421,A10_094T74_9000004612, 05:14:46.9269, -68:41:11.765,,No identification within 1 arcsec,
1422,A10_094T75_9000004614, 05:18:45.1508, -68:41:47.913,,No identification within 1 arcsec,
1423,A10_094T76_9000004616, 05:22:43.5239, -68:42:02.979,,No identification within 1 arcsec,
1424,C06_010T02_9000004618, 00:48:19.2, 85:09:26,,No identification within 1 arcsec,
1425,A10_123T01_9000004620, 13:58:19.33, 24:29:49.39,,No identification within 1 arcsec,
1426,T04_026T01_9000004624, 18:57:30.95, +16:55:39.6,,No identification within 1 arcsec,
1427,A10_056T01_9000004626, 23:47:04.00, +51:42:49.00,,No identification within 1 arcsec,
1428,A10_094T13_9000004628, 05:07:45.0044, -70:11:07.046,,No identification within 1 arcsec,
1429,A10_103T09_9000004630, 18:31:23.10, -32:20:53.1,M  69,GlCl,Globular Cluster
1430,T04_034T01_9000004632, 2:32:48.616, 20:17:17.452,QSO B0229+200,BLLac,BL Lac - type object
1431,T04_043T01_9000004648, 17:50:13.155, -6:42:28.397,V* RS Oph,Symbiotic*,Symbiotic Star
1432,T04_044T01_9000004652, 17:50:13.155, -6:42:28.397,V* RS Oph,Symbiotic*,Symbiotic Star
1433,A10_123T09_9000004654, 14:24:08.89, 54:15:07.98,,No identification within 1 arcsec,
1434,C06_010T03_9000004658, 00:48:19.2, 85:09:26,,No identification within 1 arcsec,
1435,A10_094T34_9000004662, 05:43:39.2742, -69:51:07.818,,No identification within 1 arcsec,
1436,A10_094T33_9000004664, 05:39:28.3441, -69:52:43.411,,No identification within 1 arcsec,
1437,A10_094T30_9000004666, 05:26:52.8199, -69:55:16.614,,No identification within 1 arcsec,
1438,A10_053T11_9000004668, 20:19:53.76, -38:56:36.2,BPS CS 22885-0048,Star,Star
1439,A10_053T10_9000004670, 21:47:29.24, -39:25:19.7,BPS CS 22948-0079,Star,Star
1440,C06_010T03_9000004672, 00:48:19.2, 85:09:26,,No identification within 1 arcsec,
1441,A10_058T12_9000004674, 01:12:59.405, +15:35:29.59,2MFGC 903,GinCl,Galaxy in Cluster of Galaxies
1442,C06_010T03_9000004676, 00:48:19.2, 85:09:26,,No identification within 1 arcsec,
1443,A10_053T11_9000004688, 20:19:53.76, -38:56:36.2,BPS CS 22885-0048,Star,Star
1444,A09_131T01_9000004690, 07:21:53.4484, +71:20:36.363,8C 0716+714,BLLac,BL Lac - type object
1445,A10_057T01_9000004692, 07:09:47, 44:24:47,,No identification within 1 arcsec,
1446,A09_131T01_9000004696, 07:21:53.4484, +71:20:36.363,8C 0716+714,BLLac,BL Lac - type object
1447,A10_005T01_9000004700, 16:57:49.810, 35:20:32.399,V* HZ Her,LMXB,Low Mass X-ray Binary
1448,A09_131T01_9000004702, 07:21:53.4484, +71:20:36.363,8C 0716+714,BLLac,BL Lac - type object
1449,A09_108T02_9000004706, 00:39:51.64, +40:21:11.3,,No identification within 1 arcsec,
1450,A10_053T32_9000004710, 22:08:04.78, -15:35:27.8,UCAC4 373-186025,Star,Star
1451,A10_057T04_9000004712, 07:28:17.7, 40:46:11.3,UGC  3860,Galaxy,Galaxy
1452,A10_057T03_9000004714, 08:28:28.6, 41:51:27.0,UGC  4426,Galaxy,Galaxy
1453,T04_055T01_9000004718, 17:50:13.155, -6:42:28.397,V* RS Oph,Symbiotic*,Symbiotic Star
1454,T04_057T01_9000004720, 17:50:13.155, -6:42:28.397,V* RS Oph,Symbiotic*,Symbiotic Star
1455,A10_057T03_9000004722, 08:28:28.6, 41:51:27.0,UGC  4426,Galaxy,Galaxy
1456,A10_123T04_9000004726, 09:19:51.50, 45:44:00.30,,No identification within 1 arcsec,
1457,A10_057T04_9000004728, 07:28:17.7, 40:46:11.3,UGC  3860,Galaxy,Galaxy
1458,A11_044T01_9000004732, 6:43:5.967, -74:14:10.370,NAME Lindsay-Shapley Ring,GinGroup,Galaxy in Group of Galaxies
1459,C06_010T05_9000004736, 00:48:19.2, 85:09:26,,No identification within 1 arcsec,
1460,A11_088T01_9000004738, 04:48:53.35, +43:16:32.09,HD  30353,SG*,Evolved supergiant star
1461,A11_005T04_9000004742, 0:45:27.20, 41:52:58.89,,No identification within 1 arcsec,
1462,A11_005T05_9000004744, 0:46:52.70, 42:12:12.40,,No identification within 1 arcsec,
1463,T04_065T01_9000004750, 00:48:19.2, 85:13:26.1,,No identification within 1 arcsec,
1464,A11_007T07_9000004758, 0:46:22.88, 41:32:09.42,,No identification within 1 arcsec,
1465,A11_030T01_9000004760, 4:32:53.2, -13:31:22.3,,No identification within 1 arcsec,
1466,A11_008T06_9000004762, 00:40:22.08, 41:41:07.1,M 110,GinGroup,Galaxy in Group of Galaxies
1467,A11_046T06_9000004764, 00:14:00.43, -23:10:03.4,,No identification within 1 arcsec,
1468,A10_067T01_9000004770, 8:54:48.875, 20:6:30.640,QSO J0854+2006,BLLac,BL Lac - type object
1469,T04_066T01_9000004772, 00:45:28.80, +41:54:10.0,RX J0045.4+4154,Nova,Nova
1470,A10_067T01_9000004774, 8:54:48.875, 20:6:30.640,QSO J0854+2006,BLLac,BL Lac - type object
1471,A11_046T01_9000004776, 08:19:13.85, +70:42:43.1,,No identification within 1 arcsec,
1472,A11_047T10_9000004778, 08:56:05.83, +45:05:20.0,[VV2006] J085605.8+450520,QSO,Quasar
1473,T04_072T01_9000004780, 00:45:28.8, 41:54:10.1,RX J0045.4+4154,Nova,Nova
1474,A10_090T11_9000004784, 21:4:10.815, -11:21:48.582,NGC  7009,PN,Planetary Nebula
1475,A10_058T15_9000004786, 22:26:53.670, -30:53:10.66,,No identification within 1 arcsec,
1476,A10_064T02_9000004788, 11:39:43.6, +31:55:12,,No identification within 1 arcsec,
1477,A11_046T04_9000004792, 09:40:31.52, +71:11:23.2,,No identification within 1 arcsec,
1478,A11_065T01_9000004794, 07:47:15.3, +51:14:09.3,,No identification within 1 arcsec,
1479,A11_065T02_9000004796, 08:14:40.18, +49:03:42.1,NGC  2541,GinGroup,Galaxy in Group of Galaxies
1480,A11_065T07_9000004798, 09:56:45.70, +28:49:35.0,,No identification within 1 arcsec,
1481,A11_065T10_9000004800, 08:20:20.14, +50:00:25.2,,No identification within 1 arcsec,
1482,A11_047T10_9000004802, 08:56:05.83, +45:05:20.0,[VV2006] J085605.8+450520,QSO,Quasar
1483,A11_060T01_9000004804, 03:32:52.59, -27:50:22.63,,No identification within 1 arcsec,
1484,A11_037T01_9000004806, 9:12:3.100, -64:51:45.000,,No identification within 1 arcsec,
1485,A11_060T01_9000004808, 03:32:52.59, -27:50:22.63,,No identification within 1 arcsec,
1486,T04_076T01_9000004810, 12:44:14.991, 17:0:49.170,2MASS J12441499+1700493,Galaxy,Galaxy
1487,A11_086T01_9000004816,34:38.6,+39:38:28.181,Z 212-25,Seyfert_1,Seyfert 1 Galaxy
1488,A11_037T01_9000004818,12:03.1,-64:51:45.000,,No identification within 1 arcsec,
1489,A11_086T01_9000004820,34:38.6,+39:38:28.181,Z 212-25,Seyfert_1,Seyfert 1 Galaxy
1490,T04_077T01_9000004824,56:46.3,+28:49:15.3,,No identification within 1 arcsec,
1491,A11_106T03_9000004826,54:44.7,31:39.1,ATO J163.6862+48.5275,Seyfert_1,Seyfert 1 Galaxy
1492,A11_065T07_9000004828,56:45.7,+28:49:35.0,,No identification within 1 arcsec,
1493,A11_065T11_9000004830,16:24.3,49:01.0,,No identification within 1 arcsec,
1494,T04_089T01_9000004832,26:48.5,15:03.2,Mrk  423,Seyfert_1,Seyfert 1 Galaxy
1495,A11_046T03_9000004834,30:31.9,+41:41:33.8,,No identification within 1 arcsec,
1496,A11_068T01_9000004836,47:32.9,+12:14:59.935,,No identification within 1 arcsec,
1497,A11_003T10_9000004838,45:42.6,-59:14:50.680,NGC  1672,Seyfert,Seyfert Galaxy
1498,T04_090T01_9000004840,06:33.7,38:29.0,NGC  5860,EmG,Emission-line galaxy
1499,T04_091T01_9000004842,33:06.5,05:27.2,NGC  4509,GinGroup,Galaxy in Group of Galaxies
1500,T04_088T01_9000004844,37:55.4,52:06.6,,No identification within 1 arcsec,
1501,T04_088T01_9000004846,37:55.4,52:06.6,,No identification within 1 arcsec,
1502,A11_046T03_9000004848,30:31.9,+41:41:33.8,,No identification within 1 arcsec,
1503,A11_068T02_9000004850,47:40.3,+12:03:50.218,,No identification within 1 arcsec,
1504,T04_074T01_9000004852,03:06.6,23:19.5,V* V836 Tau,TTau*,T Tau-type Star
1505,A11_058T01_9000004854,28:54.6,12:56.8,,No identification within 1 arcsec,
1506,A11_034T02_9000004856,58:51.4,31:23.9,V* BS Tau,Orion_V*,Variable Star of Orion Type
1507,A11_037T01_9000004858,12:03.1,-64:51:45.000,,No identification within 1 arcsec,
1508,A11_034T07_9000004860,14:47.3,46:26.4,V* FP Tau,Orion_V*,Variable Star of Orion Type
1509,A11_046T07_9000004862,46:45.7,+11:49:11.8,M  96,GinPair,Galaxy in Pair of Galaxies
1510,A11_106T03_9000004864,54:44.7,31:39.1,ATO J163.6862+48.5275,Seyfert_1,Seyfert 1 Galaxy
1511,A06_003T04_9000004866,27:16.9,34:45.0,,No identification within 1 arcsec,
1512,A05_208T01_9000004870,04:14.4,-10:20:22.56,[TSK2008] 90,GroupG,Group of Galaxies
1513,T04_093T01_9000004872,49:50.1,58:58.2,NGC  3395,GinPair,Galaxy in Pair of Galaxies
1514,A11_097T08_9000004874,04:42.1,54:11.9,LEDA   38224,Seyfert_1,Seyfert 1 Galaxy
1515,A11_059T05_9000004876,24:10.6,-24:31:27.300,M  79,GlCl,Globular Cluster
1516,A11_054T07_9000004878,06:33.7,38:29.0,NGC  5860,EmG,Emission-line galaxy
1517,A11_047T03_9000004880,53:31.5,+26:49:46.7,FBQS J1453+2649,Seyfert_1,Seyfert 1 Galaxy
1518,A11_047T15_9000004882,33:06.9,+31:06:41.0,2MASS J16330687+3106410,QSO,Quasar
